Material Code,Material Description,Unit,Quantity,Weight,PO Number,IBD Number
68187196,LB TOTAL 72G WRAPPER,Pallets,1980,1980,4520762518,
65102490,Stiffener 72 gm,Pallets,1300,1300,4520762518,
67533572,Outer 72 gm,Bundles,646,646,4520762518,
68187210,LB TOTAL 140G WRAPPER,Pallets,6.33,6.33,4520762518,
65102478,Stiffener 140 gm,Pallets,1292,1292,4520762518,
67533568,Outer 140 gm,Bundles,1305,1305,4520762518,
