Material Code,,Unit,Quantity,Weight,PO Number,IBD Number
67771285,CAP PONDS HONEY LOTION 50/100ML,CARTON,18,18,4520072383,
67771285,CAP PONDS HONEY LOTION 50/100ML,CARTON,12,12,4520072383,
67771285,CAP PONDS HONEY LOTION 50/100ML,CARTON,21,21,4520072383,
65102763,PONDS LOTION 100MLOUTER,BUNDLE,2,2,4520072383,
67771282,LBTL PONDS MILK & HONEY LOTION 48X100ML,CARTON,50.4,50.4,4520072383,
65103069,UNILEVER SELF ADHSV100MOPP TAPE,CARTON,24,24,4520072383,
