Material Code,Material Description,Unit,Quantity,Weight,PO Number,IBD Number
68811821,LUX 50G W/O GRAMMAGE OUTER           ,Bundles,8.543,8.543,4522396969,
68811825,LUX 70G W/O GRAMMAGE OUTER           ,Bundles,5,5,4522396969,
