Material Code,Material Description,Unit,Quantity,Weight,PO Number,IBD Number
21111087,Silver Oxide solution,Drums,200,200,4522518933,
65101728,LAURIC FLAKES 99%,Bags,125,125,4522518933,
68660273,LB TOTAL 72G WRAPPER,Pallets,500,500,4522518933,
65102490,Stiffener 72 gm,Pallets,90,90,4522518933,
68811826,Outer 72 gm,Bundles,3.5,3.5,4522518933,
