Material Code,Material Description,Unit,Quantity,Weight,PO Number,IBD Number
68138067,EUPERLAN KE 4776(EGDS + NA BEN),IBC Tanks,200,200,4522291238,
65102064,MITAINE CA(S)CAPB,IBC Tanks,1000,1000,4522291238,
21084201,ACRYLATES - ACULYN 28 (20%) A01,Drums,45,45,4522291238,
