Material Code,,Unit,Quantity,Weight,PO Number,IBD Number
67053896,LIFEBUOY SHAMPOO 100ML SEPARATOR,Cartons,1,1,4520453855,
68202676,LBLD BTL LB SHAMP HERBAL A02 48X90ML,Cartons,24.192,24.192,4520453855,
